Symbol	Name	Sector	Industry	PE	EPS	DivYield	Shares	DPS	PEG	PtS	PtB
OLEM	Crude Oil Pure Beta ETN Ipath			0	0	0	0	0	0	0	0
OLO	DB Crude Oil Long ETN Powershares			0	0	0	0	0	0	0	0
ONEK	SPDR Russell 1000 ETF			0	0	0	0	0	0	0	0
ONEO	SPDR Russell 1000 Momentum Focu			0	0	0	0	0	0	0	0
ONEV	SPDR Russell 1000 Low Volatilit			0	0	0	0	0	0	0	0
ONEY	SPDR Russell 1000 Yield Focus E			0	0	0	0	0	0	0	0
ONG	Energy Pure Beta ETN Ipath			0	0	0	0	0	0	0	0
ONP	Orient Paper	Consumer Durables	Containers/Packaging	3.73	0.3	0	21451330	0	0	0.18	0.14
OPD	Guggenheim Large Cap Optimized			0	0	0	0	0	0	0	0
ORM	Owens Realty Mortgage Inc Cmn			5.11	3.3	1.9	10247180	0.32	0	9.69	0.79
OUNZ	Van Eck Merk Gold Trust			0	0	0	0	0	0	0	0
OUSA	O'Shares FTSE U.S. Quality Divi			0	0	0	0	0	0	0	0
OUSM	O'Shares FTSE Russell Small Cap Quality Dividend			0	0	0	0	0	0	0	0
OVLC	Guggenheim U.S. Large Cap Optim			0	0	0	0	0	0	0	0
PAF	FTSE Rafi Asia Pacific Ex-Jp Powershares			0	0	0	0	0	0	0	0
PAK	Global X MSCI Pakistan ETF			0	0	0	0	0	0	0	0
PALL	Physical Palladium			0	0	0	0	0	0	0	0
PARR	Par Petroleum Corp			0	-3.11	0	45506110	0	0	0.38	1.9
PBD	Global Clean Energy Powershares			0	0	0	0	0	0	0	0
PBE	Dynamic Biotech & Genome Powershares			0	-15.73	0	0	0	0	0	0
PBJ	Dynamic Food & Beverage Powershares			0	1.149	0	0	0	0	0	0
PBP	S&P 500 Buywrite Powershares			0	0	0	0	0	0	0	0
PBS	Dynamic Media Powershares			0	-3.374	0	0	0	0	0	0
PBW	Wilderhill Clean Energy Powershares			0	-1.55	0	0	0	0	0	0
PCEF	CEF Income Composite Powershares			0	0	0	0	0	0	0	0
PCG-A	Pacific Gas El 6.00			0	0	0	0	0	0	0	0
PCG-B	Pacific Gas El 5.50			0	0	0	0	0	0	0	0
PCG-C	Pacific Gas El 5.00			0	0	0	0	0	0	0	0
PCG-D	Pacific Gas El 5.00			0	0	0	0	0	0	0	0
PCG-E	Pacific Gas El 5.00			0	0	0	0	0	0	0	0
PCG-G	Pacific Gas El 4.80			0	0	0	0	0	0	0	0
PCG-H	Pacific Gas El 4.50			0	0	0	0	0	0	0	0
PCG-I	Pacific Gas El 4.36			0	0	0	0	0	0	0	0
PCY	Emrg Mkts Sovereign Debt Powershares			0	0	0	0	0	0	0	0
PDN	FTSE Rafi Dev Mkts Ex-US S/M Powershares			0	0	0	0	0	0	0	0
PED	Pedevco Corp. Common Stock	Basic Materials	Oil & Gas Drilling & Exploration	0	-0.415	0	49857280	0	0	1.5211	1.425
PEJ	Dynamic Leisure & Entertain Powershares			0	-5.97	0	0	0	0	0	0
PEK	China ETF Market Vectors			0	0	0	0	0	0	0	0
PERM	G-X Permanent ETF			0	0	0	0	0	0	0	0
PEX	Global Listed Private Proshares	Finance	Diversified Investments	0	0	0	0	0	0	0	0
PFF	S&P US Preferred Stock Index Ishares			0	1.02	0	0	0	0	0	0
PFIG	Fundamental Inv Gr Corp Bond Powershares			0	0	0	0	0	0	0	0
PFNX	Pfenex Inc			23.89	0.32	0	23418640	0	3.37	3.01	1.94
PFV	Amplify Yieldshares Prime 5 Dividend ETF			0	0	0	0	0	0	0	0
PFXF	Market Vectors Preferred Securi			0	0	0	0	0	0	0	0
PGAL	Global X FTSE Portugal 20 ETF			0	0	0	0	0	0	0	0
PGD	Asian & Gulf Currency Reval ETN Ipath			0	0	0	0	0	0	0	0
PGF	Financial Preferred Powershares			0	0	0	0	0	0	0	0
PGHY	Powershares Global Short Term H			0	0	0	0	0	0	0	0
PGM	DJ-UBS Platinum TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
PGX	Preferred Portfolio Powershares			0	0	0	0	0	0	0	0
PHB	Fundamental High Yld Corp Bd Powershares			0	0	0	0	0	0	0	0
PHDG	Powershares S&P 500 Downside He			0	0	0	0	0	0	0	0
PHF	Pacholder High Yield Fund	Finance	Closed-End Fund - Debt	0	-0.14	7.44	0	0.54	0	0	0
PHYS	Sprott Physical Gold Trust			0	0	0	0	0	0	0	0
PICB	Intl Corporate Bond Powershares			0	0	0	0	0	0	0	0
PICK	Global Sel Metals & Mining Prd MSCI Ishares			0	0	0	0	0	0	0	0
PILL	Direxion Daily Pharmaceutical &			0	0	0	0	0	0	0	0
PILS	Direxion Daily Pharmaceutical &			0	0	0	0	0	0	0	0
PIN	India Powershares			0	0	0	0	0	0	0	0
PIP	Pharmathene Inc	Consumer Durables	Major Pharmaceuticals	0.64	1.77	0	66725660	0	0	12.53	0.49
PJP	Dynamic Pharmaceuticals Powershares			0	-12.05	0	0	0	0	0	0
PKB	Dynamic Building & Construct Powershares			0	1.7	0	0	0	0	0	0
PLG	Platinum Group Metals Ltd	Basic Industries	Precious Metals	0	-0.27	0	112800900	0	0	0	0.58
PLM	Polymet Mining	Basic Industries	Precious Metals	0	-0.03	0	318352300	0	-1.44	0	1.31
PLND	Poland ETF Market Vectors			0	0	0	0	0	0	0	0
PLX	Protalix Biotherapeutics	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	2.18	0.46	0	99821780	0	-0.1	13.09	0
PMR	Dynamic Retail Powershares			0	-2.78	0	0	0	0	0	0
PPA	Aerospace & Defense Powershares			0	3.66	0	0	0	0	0	0
PPLT	Physical Platinum			0	0	0	0	0	0	0	0
PRB	Pre-Refunded Muni ETF Market Vectors	Basic Materials	Oil & Gas Drilling & Exploration	0	-0.782	0	0	0	0	0	0
PRF	FTSE Rafi US 1000 Powershares			0	0	0	0	0	0	0	0
PRK	Park National Corp	Finance	Major Banks	18.72	5.59	3.58	15381680	3.76	4.52	5	2.17
PRME	First Trust Heitman Global Prim			0	0	0	0	0	0	0	0
PRNT	3D Printing ETF			0	0	0	0	0	0	0	0
PSI	Dynamic Semiconductors Powershares	Telecommunications - Equipment		0	-4.05	0	0	0	0	0	0
PSJ	Dynamic Software Powershares			0	-3.069	0	0	0	0	0	0
PSK	SPDR Wells Fargo Preferred Stock			0	0	0	0	0	0	0	0
PSLV	Sprott Physical Silver Trust ETV			0	0	0	0	0	0	0	0
PSP	Global Listed Private Eq Powershares			0	0	0	0	0	0	0	0
PSQ	Short QQQ Proshares			0	0	0	0	0	0	0	0
PSR	Active U.S. Real Estate Powershares			0	0	0	0	0	0	0	0
PST	Ultrashort 7-10 Year Treasury Proshares	Consumer Durables	Specialized Health Services	0	0	0	0	0	0	0	0
PTEU	Pacer Trendpilottm European Ind			0	0	0	0	0	0	0	0
PTLC	Pacer Trendpilot 750 ETF			0	0	0	0	0	0	0	0
PTM	Long Platinum TR ETN UBS E-Tracs			0	0	0	0	0	0	0	0
PTMC	Pacer Trendpilot 450 ETF			0	0	0	0	0	0	0	0
PTN	Palatin Technologies	Consumer Durables	Major Pharmaceuticals	0	-0.564	0	108028300	0	0	0	0
PTNQ	Pacer Trendpilot 100 ETF			0	0	0	0	0	0	0	0
PUTW	Wisdomtree CBOE S&P 500 Putwrit			0	0	0	0	0	0	0	0
PUW	Wilderhill Progrsv Energy Powershares			0	0	0	0	0	0	0	0
PVI	Vrdo Tax-Free Weekly Powershares			0	0	0	0	0	0	0	0
PW	Pittsburgh & West Virginia Railroad	Consumer Services	Real Estate Investment Trusts	0	-0.131	0	1784143	0	0	5.6579	1.5489
PW-A	Power REIT 7.75% Series A Cumul			0	0	0	0	0	0	0	0
PWB	Dynamic Largecap Growth Powershares			0	0.29	0	0	0	0	0	0
PWC	Dynamic Market Powershares	Finance	Closed-End Fund - Debt	0	0.35	0	0	0	0	0	0
PWV	Dynamic Largecap Value Powershares			0	2.06	0	0	0	0	0	0
PWZ	Insured California Muni Bond Powershares			0	0	0	0	0	0	0	0
PXE	Dynamic Energy Explor & Prod Powershares			0	-11.076	0	0	0	0	0	0
PXF	FTSE Rafi Dev Mkts Ex-US Powershares			0	0	0	0	0	0	0	0
PXH	FTSE Rafi Emrg Mkts Powershares			0	0	0	0	0	0	0	0
PXJ	Dynamic Oil & Gas Services Powershares			0	-2.8	0	0	0	0	0	0
PXLG	Fundamental Pure Large Grow Powershares			0	0	0	0	0	0	0	0
PXLV	Fundamental Pure Large Value Powershares			0	0	0	0	0	0	0	0
PXMG	Fundamental Pure Mid Growth Powershares			0	-1.59	0	0	0	0	0	0
PXMV	Fundamental Pure Mid Value Powershares			0	2.26	0	0	0	0	0	0
PXQ	Dynamic Networking Powershares			0	0.85	0	0	0	0	0	0
PXR	Emrg Mkts Infrastructure Powershares			0	0	0	0	0	0	0	0
PXSG	Fundamental Pure Small Grow Powershares			0	-0.67	0	0	0	0	0	0
PXSV	Fundamental Pure Small Value Powershares			0	0.93	0	0	0	0	0	0
PZA	Insured National Muni Bond Powershares	Consumer Services	Meat Products	0	0	0	0	0	0	0	0
PZD	Cleantech Powershares			0	0	0	0	0	0	0	0
PZG	Paramount Gold and Silver	Basic Industries	Precious Metals	0	-0.25	0	15689000	0	0	0	0.59
PZI	Zacks Micro Cap Powershares			0	-0.716	0	0	0	0	0	0
PZT	Insured New York Muni Bond Powershares			0	0	0	0	0	0	0	0
QAI	IQ Hedge Multi-Strategy Tracker ETF			0	0	0	0	0	0	0	0
QAUS	MSCI Australia Quality Mix			0	0	0	0	0	0	0	0
QCAN	MSCI Canada Quality Mix			0	0	0	0	0	0	0	0
QDEF	Flexshares Quality Dividend Def			0	0	0	0	0	0	0	0
QDEU	MSCI Germany Quality Mix			0	0	0	0	0	0	0	0
QDF	Flexshares Quality Dividend Ind			0	0	0	0	0	0	0	0
QDYN	Flexshares Quality Dynamic Inde			0	0	0	0	0	0	0	0
QED	IQ Hedge Event-Driven Tracker E			0	0	0	0	0	0	0	0
QEFA	SPDR MSCI EAFE Quality Mix ETF			0	0	0	0	0	0	0	0
QEH	Advisorshares Qam Equity Hedge			0	0	0	0	0	0	0	0
QEMM	SPDR MSCI Emerging Markets Qual			0	0	0	0	0	0	0	0
QESP	MSCI Spain Quality Mix			0	0	0	0	0	0	0	0
QGBR	MSCI United Kingdom Quality Mix			0	0	0	0	0	0	0	0
QGTA	IQ Leaders Gtaa Tracker ETF			0	0	0	0	0	0	0	0
QID	Ultrashort QQQ Proshares			0	0	0	0	0	0	0	0
QJPN	MSCI Japan Quality Mix			0	0	0	0	0	0	0	0
QLD	Ultra QQQ Proshares			0	0	0	0	0	0	0	0
QLS	IQ Hedge Long Short Tracker ETF			0	0	0	0	0	0	0	0
QLTA	AAA - A Rated Corporate Bond Ishares			0	0	0	0	0	0	0	0
QMN	IQ Hedge Market Neutral Tracker			0	0	0	0	0	0	0	0
QMOM	Quantitative Momentum ETF			0	0	0	0	0	0	0	0
QQQE	Nasdaq-100 Equal Wtd Idx Direxion			0	0	0	0	0	0	0	0
QUAL	MSCI USA Quality Factor Ishares			0	0	0	0	0	0	0	0
QUS	SPDR MSCI USA Quality Mix ETF			0	0	0	0	0	0	0	0
QVAL	Valueshares U.S. Quantitative V			0	0	0	0	0	0	0	0
QVM	Arrow Qvm Equity Factor ETF			0	0	0	0	0	0	0	0
QWLD	SPDR MSCI World Quality Mix ETF			0	0	0	0	0	0	0	0
QXGG	Quantx Risk Managed Growth ETF ETF			0	0	0	0	0	0	0	0
QXMI	Quantx Risk Managed Multi-Asset Income ETF			0	0	0	0	0	0	0	0
QXRR	Quantx Risk Managed Real Return ETF			0	0	0	0	0	0	0	0
QXTR	Quantx Risk Managed Multi-Asset Total Return ETF			0	0	0	0	0	0	0	0
RALS	Rafi Long/Short Proshares Proshares			0	0	0	0	0	0	0	0
RAVI	Flexshares Ready Access Variabl			0	0	0	0	0	0	0	0
RBL	SPDR S&P Russia			0	2.98	0	0	0	0	0	0
RCD	S&P 500 Cons Discre Equal Weight Guggenheim			0	0	0	0	0	0	0	0
RCG	Renaissance Capital Growth & Income Fund III	Finance	Closed-End Fund - Equity	0	-0.82	0	0	0	0	0	0
RCOM	Elkhorn Fundamental Commodity Strategy ETF			0	0	0	0	0	0	0	0
RDIV	Ultra Dividend Revenue ETF Oppenheimer			0	0	0	0	0	0	0	0
REED	Reeds Inc			0	-0.23	0	13908430	0	-0.8	1.22	63.49
REET	Ishares Trust Ishares Global Re			0	0	0	0	0	0	0	0
REGL	Proshares S&P Midcap 400 Divide			0	0	0	0	0	0	0	0
REI	Ring Energy Inc			0	-1.26	0	41917110	0	-17.68	20.31	2.59
REK	Short Real Estate Proshares			0	0	0	0	0	0	0	0
REM	FTSE Nareit Mort Plus Cp Idx Ishares			0	0	0	0	0	0	0	0
REML	Credit Suisse Ag			0	0	0	0	0	0	0	0
REMX	Rare Earth/Str Metals ETF Market Vectors			0	0	0	0	0	0	0	0
RETL	Retail Bull 3X Direxion			0	0	0	0	0	0	0	0
REW	Ultrashort Technology Proshares			0	0	0	0	0	0	0	0
REZ	Ishares Residential Real Estate Capped			0	0	0	0	0	0	0	0
RFCI	Riverfront Dynamic Core Income			0	0	0	0	0	0	0	0
RFDA	Riverfront Dynamic US Dividend			0	0	0	0	0	0	0	0
RFFC	Riverfront Dynamic US Flex-Cap			0	0	0	0	0	0	0	0
RFG	S&P Midcap 400 Pure Growth Guggenheim			0	0	0	0	0	0	0	0
RFUN	Riverfront Dynamic Unconstraine			0	0	0	0	0	0	0	0
RFV	S&P Midcap 400 Pure Value Guggenheim			0	0	0	0	0	0	0	0
RGI	S&P 500 Industrials Equal Weight Guggenheim			0	0	0	0	0	0	0	0
RGRO	Global Growth Revenue ETF Oppenheimer			0	0	0	0	0	0	0	0
RHS	S&P 500 Cons Staples Equal Weight Guggenheim			0	0	0	0	0	0	0	0
RIF	Rmr Real Estate Income Fund	Finance & Other Services		0	4.84	0	0	0	0	0	0
RIGS	Riverfront Strategic Income Fun			0	0	0	0	0	0	0	0
RINF	30 Year Tips/Tsy Spread Proshares			0	0	0	0	0	0	0	0
RING	Global Gold Miners MSCI Ishares			0	0	0	0	0	0	0	0
RISE	Sit Rising Rate ETF			0	0	0	0	0	0	0	0
RJA	Rogers Agriculture ETN Elements			0	0	0	0	0	0	0	0
RJI	Rogers Commodity ETN Elements	Retail - Jewelry		0	0	0	0	0	0	0	0
RJN	Rogers Energy ETN Elements			0	0	0	0	0	0	0	0
RJZ	Rogers Metal ETN Elements			0	0	0	0	0	0	0	0
RLG-A	Radiant Logistics Inc 9.75% S			0	0	0	0	0	0	0	0
RLGT	Radiant Logistics			395	-0.08	0	48535860	0	0.8	0.28	1.69
RLY	SPDR SSGA Multi-Asset Real Return ETF			0	0	0	0	0	0	0	0
RNN	Rexahn Pharmaceuticals	Consumer Durables	Major Pharmaceuticals	0	-0.057	0	237377200	0	0	0	2.5301
ROAM	Lattice Emerging Markets Strate			0	0	0	0	0	0	0	0
RODI	Barclays Return On Disability E			0	0	0	0	0	0	0	0
RODM	Lattice Developed Markets [Ex-U			0	-0.92	0	0	0	0	0	0
ROGS	Lattice Global Small Cap Strate			0	0	0	0	0	0	0	0
ROLA	Long Extd Russell 1000 TR ETN Ipath			0	0	0	0	0	0	0	0
ROM	Ultra Technology Proshares			0	0	0	0	0	0	0	0
ROOF	IQ US Real Estate Smallcap ETF			0	0	0	0	0	0	0	0
RORE	Lattice Real Estate Strategy ETF			0	0	0	0	0	0	0	0
ROUS	Lattice U.S. Equity Strategy Et			0	0	0	0	0	0	0	0
ROX	Castle Brands	Consumer Non-Durables	Beverages (Production/Distribution)	0	-0.012	0	160954700	0	0	1.8734	6.2602
RPG	S&P 500 Pure Growth Guggenheim			0	0	0	0	0	0	0	0
RPV	S&P 500 Pure Value Guggenheim			0	0	0	0	0	0	0	0
RRF	Global Real Return Wisdomtree			0	0	0	0	0	0	0	0
RSP	S&P 500 Index Equal Weight Guggenheim	Finance	Closed-End Fund - Equity	0	3.11	0	0	0	0	0	0
RSX	Russia ETF Market Vectors			0	0	0	0	0	0	0	0
RSXJ	Russia Smallcap ETF Market Vectors			0	0	0	0	0	0	0	0
RTH	Retail ETF Market Vectors			0	0	0	0	0	0	0	0
RTLA	Ipath Long Extended Russell 2000 TR			0	0	0	0	0	0	0	0
RTM	S&P 500 Materials Equal Weight Guggenheim			0	0	0	0	0	0	0	0
RTR	ADR Revenue ETF Oppenheimer			0	0	0	0	0	0	0	0
RUSL	Russia Bull 3X Direxion			0	0	0	0	0	0	0	0
RUSS	Russia Bear 3X Direxion			0	0	0	0	0	0	0	0
RVNU	Db-X-Trackers Municipal Infrast			0	0	0	0	0	0	0	0
RVP	Retractable Technologies	Health Care	Medical/Dental Instruments	0	-0.03	0	29657410	0	0	1.1	1.09
RWC	Relm Wireless Corp	Technology	Radio And Television Broadcasting And Communications Equipment	26.34	0.2	6.67	13740740	0.36	0	1.47	2.01
RWJ	Small Cap Revenue ETF Oppenheimer			0	0	0	0	0	0	0	0
RWK	Mid Cap Revenue ETF Oppenheimer			0	0	0	0	0	0	0	0
RWL	Large Cap Revenue ETF Oppenheimer			0	0	0	0	0	0	0	0
RWM	Short Russell 2000 Proshares			0	0	0	0	0	0	0	0
RWO	SPDR DJ Global Real Estate			0	0	0	0	0	0	0	0
RWR	SPDR DJ REIT	Finance	Closed-End Fund - Equity	0	17.69	0	0	0	0	0	0
RWW	Financials Sector Revenue ETF Oppenheimer			0	0	0	0	0	0	0	0
RWX	SPDR DJ Intl Real Estate			0	0	0	0	0	0	0	0
RXD	Ultrashort Health Care Proshares			0	0	0	0	0	0	0	0
RXI	S&P Global Cons Discretionary Ishares			0	0	0	0	0	0	0	0
RXL	Ultra Health Care Proshares			0	0	0	0	0	0	0	0
RYE	S&P 500 Energy Equal Weight Guggenheim			0	0	0	0	0	0	0	0
RYF	S&P 500 Financials Equal Weight Guggenheim			0	0	0	0	0	0	0	0
RYH	S&P 500 Healthcare Equal Weight Guggenheim			0	0	0	0	0	0	0	0
RYJ	Raymond James Sb-1 Equity Guggenheim			0	0	0	0	0	0	0	0
RYT	S&P 500 Technology Equal Weight Guggenheim			0	0	0	0	0	0	0	0
RYU	S&P 500 Utilities Equal Weight Guggenheim			0	0	0	0	0	0	0	0
RZG	S&P Smallcap 600 Pure Growth Guggenheim			0	0	0	0	0	0	0	0
RZV	S&P Smallcap 600 Pure Value Guggenheim			0	0	0	0	0	0	0	0
SAA	Ultra Smallcap 600 Proshares			0	0	0	0	0	0	0	0
SAGG	Total Bond Market Bear 1X Direxion			0	0	0	0	0	0	0	0
SAND	Sandstorm Gold Ltd			0	0	0	152242700	0	0	13.13	1.37
SBB	Short Smallcap 600 Proshares	Finance	Major Banks	0	0	0	0	0	0	0	0
SBI	Western Asset Intermediate Fund Inc	Finance	Closed-End Fund - Debt	0	0.61	4.96	0	0.48	0	0	0
SBIO	Alps Medical Breakthroughs ETF			0	0	0	0	0	0	0	0
SBM	Short Basic Materials Proshares			0	0	0	0	0	0	0	0
SBV	Ipath Pure Beta Broad Commodity			0	0	0	0	0	0	0	0
SCAP	Advisorshares Cornerstone Small			0	0	0	0	0	0	0	0
SCC	Ultrashort Consumer Services Proshares	Finance	Property Management	0	0	0	0	0	0	0	0
SCE-B	South CA Edis 408 Pf			0	0	0	0	0	0	0	0
SCE-C	South CA Edis 424 Pf			0	0	0	0	0	0	0	0
SCE-D	South CA Edis 431 Pf			0	0	0	0	0	0	0	0
SCE-E	South CA Edis 478 Pf			0	0	0	0	0	0	0	0
SCHA	Schwab US Smallcap ETF			0	0	0	0	0	0	0	0
SCHB	Schwab US Broad Market ETF			0	0	0	0	0	0	0	0
SCHC	Schwab Intl Smallcap Eq ETF			0	0	0	0	0	0	0	0
SCHD	Schwab US Dividend Equity ETF			0	0	0	0	0	0	0	0
SCHE	Schwab Emrg Mkts Equity ETF			0	0	0	0	0	0	0	0
SCHF	Schwab Intl Equity ETF			0	0	0	0	0	0	0	0
SCHG	Schwab US Largecap Growth ETF			0	0	0	0	0	0	0	0
SCHH	Schwab US REIT ETF			0	0	0	0	0	0	0	0
SCHM	Schwab US Midcap ETF			0	0	0	0	0	0	0	0
SCHO	Schwab Short-Term US Trsy ETF			0	0	0	0	0	0	0	0
SCHP	Schwab US Tips ETF			0	0	0	0	0	0	0	0
SCHR	Schwab Interm-Term U.S. Trsy ETF			0	0.17	0	0	0	0	0	0
SCHV	Schwab US Largecap Value ETF			0	0	0	0	0	0	0	0
SCHX	Schwab US Largecap ETF			0	0	0	0	0	0	0	0
SCHZ	Schwab US Aggregate Bond ETF			0	0	0	0	0	0	0	0
SCID	Global X Scientific Beta Europe			0	0	0	0	0	0	0	0
SCIF	India Smallcap ETF Market Vectors			0	0	0	0	0	0	0	0
SCIJ	Global X Scientific Beta Japan			0	0	0	0	0	0	0	0
SCIN	India Smallcap Egshares			0	0	0	0	0	0	0	0
SCIU	Global X Scientific Beta US ETF			0	0	0	0	0	0	0	0
SCIX	Global X Scientific Beta Asia E			0	0.795	0	0	0	0	0	0
SCJ	Japan Smallcap Index MSCI Ishares			0	0	0	0	0	0	0	0
SCO	Ultrashort DJ-UBS Crude Oil Proshares			0	-2.57	0	0	0	0	0	0
SCPB	SPDR Short-Term Corp Bd Barclays Capital			0	0	0	0	0	0	0	0
SCTO	Global X Jpmorgan US Sector Rot			0	0	0	0	0	0	0	0
SDD	Ultrashort Smallcap 600 Proshares			0	0	0	0	0	0	0	0
SDEM	Global X Superdividend Emerg Mkts ETF			0	0	0	0	0	0	0	0
SDIV	G-X Superdividend ETF			0	0	0	0	0	0	0	0
SDOG	Alps Sector Dividend Dogs ETF			0	0	0	0	0	0	0	0
SDOW	Ultrapro Short DOW 30 Proshares			0	0	0	0	0	0	0	0
SDP	Ultrashort Utilities Proshares	Constr. & Agric. Machinery		0	0	0	0	0	0	0	0
SDPI	Superior Drilling Products Inc			0	-0.9	0	15036700	0	0	2.13	1.2
SDS	Ultrashort S&P 500 Proshares			0	0	0	0	0	0	0	0
SDY	SPDR S&P Dividend			0	0	0	0	0	0	0	0
SDYL	Monthly Pay 2X S&P Dividend ETN Etracs			0	0	0	0	0	0	0	0
SEA	Shipping Guggenheim	Finance	Diversified Investments	0	0	0	0	0	0	0	0
SEB	Seaboard Corp	Consumer Non-Durables	Meat/Poultry/Fish	14.33	266.54	0.16	1170157	6	0	0.84	1.45
SEF	Short Financials Proshares			0	0	0	0	0	0	0	0
SENS	Senseonics Holdings			0	-0.6	0	93390680	0	0	4686.18	62.44
SFHY	Wisdomtree Fundamental U.S. Sho			0	0	0	0	0	0	0	0
SFIG	Wisdomtree Fundamental U.S. Sho			0	0	0	0	0	0	0	0
SFLA	Long Extd S&P 500 TR ETN Ipath			0	0	0	0	0	0	0	0
SGA	Saga Communications	Consumer Services	Broadcasting	17.42	2.88	2.43	5859960	1.2	0	2.05	2.17
SGAR	Sugar Pure Beta ETN Ipath			0	-0.04	0	0	0	0	0	0
SGB	Southwest Georgia Financial Corp	Finance	Major Banks	12.97	1.58	2.15	2546829	0.44	0	2.59	1.35
SGDJ	Alps ETF Trust Sprott Junior Go			0	0	0	0	0	0	0	0
SGDM	Sprott Gold Miners ETF			0	-0.06	0	0	0	0	0	0
SGG	DJ-UBS Sugar TR Sub-Idx ETN Ipath			0	1.26	0	0	0	0	0	0
SGOL	Physical Swiss Gold			0	0.15	0	0	0	0	0	0
SH	Short S&P 500 Proshares			0	0	0	0	0	0	0	0
SHE	SPDR Series Trust SPDR SSGA Gen			0	0.529	0	0	0	0	0	0
SHM	SPDR S/T Muni Bd Barclays Capital	Biotechnology & Drugs		0	0	0	0	0	0	0	0
SHNY	Direxion Daily Silver Miners Bull 2X			0	0	0	0	0	0	0	0
SHV	Short-Treasury Bond Ishares			0	0	0	0	0	0	0	0
SHY	1-3 Year Treasury Bond Ishares	Finance	Closed-End Fund - Equity	0	0.57	0	0	0	0	0	0
SHYD	Market Vectors Short High-Yield			0	0	0	0	0	0	0	0
SHYG	0-5 Year High Yield Core Ishares			0	0	0	0	0	0	0	0
SICK	Direxion Daily Healthcare Bear			0	0	0	0	0	0	0	0
SIF	Sifco Industries	Capital Goods	Aerospace	0	-2.07	0	5528395	0	0	0.33	0.71
SIJ	Ultrashort Industrials Proshares			0	0	0	0	0	0	0	0
SIL	G-X Silver Miners ETF	Basic Materials	Silver	0	-3.66	0	0	0	0	0	0
SILJ	Purefunds ISE Junior Silver			0	0	0	0	0	0	0	0
SIM	Grupo Simec S.A. De C.V	Basic Industries	Steel/Iron Ore	18.72	0.75	0	161911600	0	-0.76	1.88	1.4
SIPE	SPDR Barclays 0-5 Year Tips ETF			0	0	0	0	0	0	0	0
SIVR	Physical Silver			0	0	0	0	0	0	0	0
SIZ	US Size Market Neutral ETF Quantshares			0	0	0	0	0	0	0	0
SIZE	MSCI USA Size Factor Ishares			0	0	0	0	0	0	0	0
SJB	Short High Yield Proshares			0	0	0	0	0	0	0	0
SJNK	SPDR ST High Yield Bond ETF Barclays Capital			0	0	0	0	0	0	0	0
SKF	Ultrashort Financials Proshares			0	0	0	0	0	0	0	0
SKY	Skyline Corp			92.28	0.11	0	8390684	0	0	0.39	3.56
SLV	Silver Trust Ishares			0	4.38	0	0	0	0	0	0
SLVP	Global Silver Miners MSCI Ishares			0	0	0	0	0	0	0	0
SLX	Steel ETF Market Vectors			0	0	0	0	0	0	0	0
SLY	S&P Smallcap 600 SPDR			0	0	0	0	0	0	0	0
SLYG	SPDR S&P Smallcap Growth ETF			0	-0.18	0	0	0	0	0	0
SLYV	SPDR S&P Smallcap Value ETF			0	1.86	0	0	0	0	0	0
SMB	Short Municipal Index ETF Market Vectors			0	0	0	0	0	0	0	0
SMD	SPDR S&P 1000 ETF	Consumer Services	Recreational Goods, Other	0	0	0	0	0	0	0	0
SMDD	Ultrapro Short Midcap 400 Proshares			0	0	0	0	0	0	0	0
SMDV	Proshares Russell 2000 Dividend			0	0	0	0	0	0	0	0
SMEZ	SPDR Euro Stoxx Small Cap ETF			0	0	0	0	0	0	0	0
SMH	Semiconductor ETF Market Vectors			0	0	0	0	0	0	0	0
SMHD	Etracs Monthly Pay 2Xleveraged			0	0	0	0	0	0	0	0
SMIN	India Smallcap Index Fund MSCI Ishares			0	0	0	0	0	0	0	0
SMK	Ultrashort MSCI Mexico Proshares			0	0	0	0	0	0	0	0
SMLF	Ishares Factorselect MSCI USA S			0	-16.21	0	0	0	0	0	0
SMLL	Direxiion Daily Small Cap Bull			0	0	0	0	0	0	0	0
SMLV	SPDR SSGA US Small Cap Low Volatility Index			0	0	0	0	0	0	0	0
SMMU	Short-Term Muni Bond Strgy ETF Pimco			0	0	0	0	0	0	0	0
SMMV	Ishares Edge MSCI Min Vol USA Small-Cap ETF			0	0	0	0	0	0	0	0
SMN	Ultrashort Basic Materials Proshares			0	0	0	0	0	0	0	0
SOIL	G-X Fertilizers/Potash ETF			0	0	0	0	0	0	0	0
SOP	Proshares Ultrashort Oil & Gas			0	0	0	0	0	0	0	0
SOVB	Cambria Sovereign High Yield Bo			0	0	0	0	0	0	0	0
SOXL	Semiconductor Bull 3X Direxion			0	0.89	0	0	0	0	0	0
SOXS	Semiconductor Bear 3X Direxion			0	0	0	0	0	0	0	0
SOYB	Teucrium Soybean			0	0	0	0	0	0	0	0
SPDN	Direxion Daily S&P 500 Bear 1X			0	0	0	0	0	0	0	0
SPFF	Global X Superincome Preferred			0	0	0	0	0	0	0	0
SPHB	S&P 500 High Beta Powershares			0	0	0	0	0	0	0	0
SPHD	Powershares S&P 500 High Divide			0	-2.14	0	0	0	0	0	0
SPHQ	S&P 500 High Quality Powershares			0	0	0	0	0	0	0	0
