Symbol	Name	Sector	Industry	PE	EPS	DivYield	Shares	DPS	PEG	PtS	PtB
RBC	Regal-Beloit Corp	Consumer Durables	Metal Fabrications	16.62	4.52	1.28	44740350	0.96	2.61	1.04	1.65
RBS	Royal Bank Scotland Group Plc	Finance	Commercial Banks	0	-1.13	0	5875000000	0	0	2.31	0.52
RBS-F	Royal Bank Scotland F	Finance	Commercial Banks	0	0	0	0	0	0	0	0
RBS-H	Royal Bank Scot Hadssc	Finance	Commercial Banks	0	0	0	0	0	0	0	0
RBS-L	Royal Bank Scotland			0	0	0	0	0	0	0	0
RBS-S	Royal Bank Scotland			0	0	0	0	0	0	0	0
RCI	Rogers Communication	Consumer Services	Television Services	34.69	1.24	3.82	514842300	1.46	4.7	2.12	5.5
RCL	Royal Caribbean Cruises Ltd	Consumer Services	Marine Transportation	16.16	5.93	2.01	214628500	1.92	0.93	2.41	2.24
RCS	Rcm Strategic Global Government Fund	Finance	Closed-End Fund - Foreign	0	0.3	0	0	0	0	0	0
RDC	Rowan Companies	Energy	Oil & Gas Production	4.9	3.71	0	125274700	0	-0.09	1.09	0.43
RDN	Radian Group Inc	Finance	Property-Casualty Insurers	14.32	1.37	0.05	214577000	0.01	0.99	3.37	1.45
RDS.A	Royal Dutch Shell Plc			0	0	0	0	0	0	0	0
RDS.B	Royal Dutch Shell			0	0	0	0	0	0	0	0
RDY	Dr. Reddy's Laboratories Ltd	Consumer Durables	Major Pharmaceuticals	53.33	0.84	0.66	165808900	0.3	2	3.52	4.36
RE	Everest Re Group	Finance	Property-Casualty Insurers	9.74	23.68	2.18	40917170	5	-2.05	1.62	1.16
REG	Regency Centers Corp	Consumer Services	Real Estate Investment Trusts	50.21	1.07	2.86	104908800	2	4.08	11.09	3.28
REG-G	Regency Centers Corporation Pfd			0	0	0	0	0	0	0	0
RELX	Relx Plc			27.89	0.67	1.46	2055287000	0.27	2.17	4.91	15.59
REN	Resolute Energy Corp	Energy	Oil & Gas Production	0	-15.47	0	15280020	0	-0.52	5.55	0
RENN	Renren Inc	Technology	EDP Services	0	-1.96	0	68222080	0	-0.27	11.46	0.66
RENX	Relx N.V.			26.53	0.65	1.57	2055331000	0.27	3.58	4.56	14.5
RES	RPC Inc	Energy	Oilfield Services/Equipment	0	-0.66	0.92	214088400	0.2	-12.78	6.4	5.78
RESI	Altisource Residential Corporat			0	-4.24	4.72	53868800	0.6	-0.44	9.99	0.74
REV	Revlon Inc	Consumer Non-Durables	Package Goods/Cosmetics	44.87	0.75	0	52600300	0	0	0.86	0
REVG	Rev Group Inc.			0	0	0	0	0	0	0	0
REX	Rex American Resources Corporation	Basic Industries	Major Chemicals	23.94	3.55	0	6582039	0	2.35	1.3	1.74
REX-A	Rexford Industrial Realty Inc			0	0	0	0	0	0	0	0
REXR	Rexford Industrial Realty Inc			80.96	0.28	2.41	65934060	0.54	9.48	12.41	1.77
RF	Regions Financial Corp	Finance	Major Banks	17.15	0.87	1.79	1214810000	0.26	2.58	3.41	1.15
RF-A	Regions Financial Corp			0	0	0	0	0	0	0	0
RF-B	Regions Financial Corporation			0	0	0	0	0	0	0	0
RFI	Cohen & Steers Total Return Realty Fund	Finance	Diversified Investments	0	2.53	0	0	0	0	0	0
RFP	Resolute Forest Products Inc			0	-0.9	0	90098900	0	1.89	0.11	0.24
RFT	Rait Financial Trust			0	-0.26	0	92024540	0	0	10.4	6.17
RFTA	Rait Financial Trust			0	-0.26	0	92363060	0	0	10.65	6.32
RGA	Reinsurance Group of America Inc	Finance	Accident &Health Insurance	11.82	10.79	1.29	64268360	1.64	1.76	0.71	1.15
RGC	Regal Entertainment Group	Consumer Services	Movies/Entertainment	20.38	1.09	4.03	156207700	0.88	2.54	1.07	0
RGR	Sturm Ruger & Company	Capital Goods	Ordnance And Accessories	11.51	4.36	3.33	18971090	1.64	0	1.43	3.51
RGS	Regis Corp	Consumer Services	Other Consumer Services	135.21	0.09	0	46325730	0	12.26	0.34	1.14
RGT	Royce Global Value Trust Inc			0	0	1.71	0	0.14	0	0	0
RH	Restoration Hardware Holdings			35.46	0.71	0	40679300	0	1.38	0.48	1.17
RHI	Robert Half International Inc	Technology	Professional Services	17.68	2.67	2.03	126456300	0.96	2.41	1.14	5.5
RHP	Gaylord Entertainment Company			21.57	2.92	4.78	50492220	3	1.36	2.78	9.05
RHT	Red Hat Inc	Technology	Computer Software: Programming, Data Processing	60.5	1.31	0	178296500	0	2.21	6.08	11.15
RIC	Richmont Mines			106.67	0.09	0	62963540	0	6.28	4.93	3.84
RICE	Rice Energy Inc			0	-2.75	0	202702700	0	5.24	6.97	1.69
RIG	Transocean Inc	Energy	Oil & Gas Production	4.22	3.16	0	365543100	0	-0.15	1.11	0.32
RIO	Rio Tinto Plc	Basic Industries	Precious Metals	2064.09	0.02	3.51	1798723000	1.51	0.65	2.4	2.07
RIV	Rivernorth Opportunities Fund			0	0	0	0	0	0	0	0
RJD	Raymond James Financial Inc			6.4697	3.927	0	136971700	0	0	0.6195	0.7071
RJF	Raymond James Financial	Finance	Investment Bankers/Brokers/Service	19.54	3.93	1.15	142132600	0.88	1.6	1.97	2.17
RL	Ralph Lauren Corp	Consumer Non-Durables	Apparel	45.52	1.75	2.58	82652930	2	4.98	0.93	1.78
RLGY	Realogy Holdings Corp			23.7	1.12	1.39	142641500	0.36	1.13	0.64	1.5
RLH	Westcoast Hospitality Corp	Consumer Services	Hotels/Resorts	0	-0.43	0	20930430	0	-1.37	1.09	1.17
RLI	Rli Corp	Finance	Property-Casualty Insurers	23.03	2.59	1.34	43989260	0.8	2.89	3.21	3.18
RLJ	Rlj Lodging Trust			14.76	1.59	5.65	123614700	1.32	1.25	2.48	1.34
RM	Regional Managment Corp			11.24	1.99	0	11449020	0	0.36	1.05	1.22
RMAX	Re/Max Holdings Inc			42.27	1.36	1.05	17692970	0.6	3.96	5.73	2.17
RMD	Resmed Inc	Health Care	Medical/Dental Instruments	30.4	2.31	1.9	141677300	1.32	2.42	5.02	5.78
RMP	Rice Midstream Partners LP			18.64	1.35	3.98	101789300	1	1	14.96	2.79
RMT	Royce Micro-Cap Trust	Finance	Closed-End Fund - Equity	0	-0.81	13.29	0	1.09	0	0	0
RNG	Ringcentral Inc			0	-0.41	0	73617020	0	9.48	4.67	13.71
RNP	Cohen & Steers REIT and Preferred	Finance	Closed-End Fund - Debt	0	4.07	0	0	0	0	0	0
RNR	Renaissancere Holdings Ltd	Finance	Property-Casualty Insurers	12.53	11.43	0.87	40499960	1.24	1.97	3.31	1.29
RNR-C	Renaissancere 6.08 C			0	0	0	0	0	0	0	0
RNR-E	Renaissancere Holdings Ltd			0	0	0	0	0	0	0	0
ROG	Rogers Corp	Basic Industries	Major Chemicals	33.76	2.37	0	17988760	0	1.48	2.26	2.28
ROK	Rockwell Automation Inc	Capital Goods	Industrial Machinery/Components	26.08	5.81	2.05	128623300	3.04	3.08	3.25	9.43
ROL	Rollins Inc	Finance	Diversified Commercial Services	47.82	0.77	1.16	217829900	0.41	4.68	5.02	13.89
ROP	Roper Industries	Capital Goods	Industrial Machinery/Components	31.81	6.7	0.73	101486100	1.4	1.71	5.41	3.54
ROYT	Pacific Coast Oil Trust			64.4	0.03	0	38583850	0	0	84.82	0.27
RPA-A	Retail Properties of America I			0	0	0	0	0	0	0	0
RPAI	Retail Properties of America			25.47	0.6	4.38	237032200	0.66	-3.49	6.11	1.64
RPM	RPM International Inc	Basic Industries	Paints/Coatings	32.42	1.62	2.31	133511400	1.2	2.5	1.43	5.41
RPT	Ramco-Gershenson Properties Trust	Consumer Services	Real Estate Investment Trusts	21.72	0.76	5.46	79345850	0.88	5.52	4.86	1.64
RPT-D	Ramco-Gershenson Properties Tru			0	0	0	0	0	0	0	0
RQI	Cohen & Steers Quality Income Realty Fund Inc	Finance	Closed-End Fund - Debt	0	3.32	0	0	0	0	0	0
RRC	Range Resources Corp	Energy	Oil & Gas Production	0	-4	0.24	243814100	0.08	-48.58	7.22	1.51
RRD	Donnelley [R.R.] & Sons Co.	Consumer Services	Business Services	14.07	1.27	3.11	69623810	0.56	3.48	0.11	2.4
RRTS	Roadrunner Transportation Systems Inc	Transportation	Oil Refining/Marketing	10.87	0.65	0	38339970	0	-2.55	0.13	0.42
RS	Reliance Steel & Aluminum Company	Basic Industries	Metal Fabrications	19.55	4.27	2.03	72507190	1.7	1.77	0.71	1.47
RSG	Republic Services	Public Utilities	Environmental Services	33.7	1.72	2.21	339889600	1.28	2.6	2.12	2.58
RSO	Resource Capital	Consumer Services	Real Estate Investment Trusts	0	-1.39	2.36	30573730	0.2	-0.92	3.65	0.37
RSO-A	Resource Capital Corp			0	0	0	0	0	0	0	0
RSO-B	Resource Capital Corp.8.25% Se			0	0	0	0	0	0	0	0
RSO-C	Resource Capital Corp. Preferre			0	0	0	0	0	0	0	0
RSPP	Rsp Permian Inc			0	-0.47	0	127037400	0	-8.6	17.22	2.28
RST	Rosetta Stone	Technology	Computer Software: Prepackaged Software	0	-1.52	0	22063860	0	-0.47	0.84	69.91
RT	Ruby Tuesday	Consumer Services	Restaurants	0	-1.8	0	59833330	0	0	0.11	0.34
RTEC	Rudolph Technologies			19.01	1.16	0	31083900	0	1.96	2.92	2.32
RTN	Raytheon Company	Capital Goods	Industrial Machinery/Components	20.16	7.44	1.96	294207800	2.93	1.69	1.82	4.36
RUBI	The Rubicon Project Inc			18.81	0.44	0	49039520	0	-0.55	1.34	1.28
RVT	Royce Value Trust	Finance	Closed-End Fund - Equity	0	-0.5	7.95	0	1.08	0	0	0
RWT	Redwood Trust	Consumer Services	Real Estate Investment Trusts	9.59	1.72	6.95	76456310	1.12	1.32	4.7	1.09
RXN	Rexnord Corp			52.45	0.43	0	103340800	0	2.95	1.21	2.27
RXN-A	Rexnord Corp.			0	0	0	0	0	0	0	0
RY	Royal Bank of Canada	Finance	Commercial Banks	14.29	5.2	3.6	1485266000	2.48	3.99	3.86	2.21
RY-S	Royal Bank of Canada 5.50% Non-			0	0	0	0	0	0	0	0
RY-T	Royal Bank of Canada			0	0	0	0	0	0	0	0
RYA-A	Rayonier Advanced Materials Inc. Pfd. Series A			0	0	0	0	0	0	0	0
RYAM	Rayonier Advanced Materials Inc			8.59	1.55	2.11	42337340	0.28	-1.28	0.65	2.65
RYI	Ryerson Holding Corp	Industrial Goods	Metal Fabrication	54.37	0.21	0	37132140	0	0.2	0.15	0
RYN	Rayonier Inc REIT	Consumer Services	Real Estate Investment Trusts	16.51	1.42	3.43	122591900	1	12.98	4.53	2.53
RZA	Reinsurance Group of America I			2.69	10.79	0	64416120	0	0	0.16	0.26
RZB	Reinsurance Group of America I			0	0	0	16000000000	0	0	0	0
S	Sprint Corporation	Public Utilities	Telecommunications Equipment	0	-0.37	0	3987724000	0	0	1.06	1.84
SA	Seabridge Gold			0	-0.1	0	54184680	0	0	0	2.36
SAB	Saratoga Investment Corp 6.75% Notes Due 2023	Health Care	Other Pharmaceuticals	0	0.72	0	0	0	0	0	0
SAH	Sonic Automotive	Consumer Durables	Automotive Aftermarket	13.02	1.83	0.86	44957980	0.2	23.38	0.11	1.52
SAIC	Science Applications Internatio			27.57	3.03	1.52	43874370	1.24	4.93	0.81	10.18
SALT	Scorpio Bulkers Inc Common Sto			0	-2.22	0	71670340	0	0	6.58	0.54
SAM	Boston Beer Company	Consumer Non-Durables	Beverages (Production/Distribution)	26.03	6.24	0	12430770	0	5.38	2.24	4.48
SAN	Banco Santander	Finance	Commercial Banks	12.14	0.44	4.45	17352060000	0.24	-20.11	2.56	0.97
SAN-A	Banco Santander S.A. 6.80% Non			0	0	0	0	0	0	0	0
SAN-B	Santander Finance Preferred Sa			0	0	0	0	0	0	0	0
SAN-C	Banco Santander S.A. 6.50% Non			0	0	0	0	0	0	0	0
SAN-I	Banco Santander Central Hispano			0	0	0	0	0	0	0	0
SAP	SAP Ag	Technology	Computer Software: Prepackaged Software	28.18	3.26	1.43	1198953000	1.31	2.32	4.64	3.88
SAR	Saratoga Investment Corp			13.35	1.7	8.11	5743930	1.8	0	3.89	0.99
SB	Safe Bulkers Inc	Transportation	Marine Transportation	0	-1.14	0	83475860	0	-0.17	1.11	0.21
SB-B	Safe Bulkers Inc			0	0	0	0	0	0	0	0
SB-C	Safe Bulkers Inc			0	0	0	0	0	0	0	0
SB-D	Safe Bulkers Inc			0	0	0	0	0	0	0	0
SBGL	Sibanye Gold Limited American D			31.93	0.28	5.68	230425100	0.5	0.16	0.99	1.86
SBH	Sally Beauty Holdings	Consumer Services	Other Specialty Stores	14.42	1.61	0	142734300	0	2.17	0.85	0
SBNA	Scorpio Tankers Inc			0	1.2	0	2000008000	0	0	0	0
SBNB	Scorpio Tankers Inc			103.9601	0.243	0	1799915000	0	0	106.6135	3.2592
SBR	Sabine Royalty Trust	Energy	Oil & Gas Production	19.72	2.02	5.83	14578950	2.32	0	18.11	122.53
SBS	Cia De Saneamento Basico Do Estado	Public Utilities	Water Supply	9.1	1.15	0	683158900	0	2.41	1.63	1.41
SBY	Silver Bay Realty Trust Corp			0	-0.17	2.92	35380020	0.52	-11.16	5.06	1.26
SC	Santander Consumer USA Holdings			6.68	2.13	0	358649800	0	5.3	1.55	0.98
SCCO	Southern Peru Copper Corp	Basic Industries	Precious Metals	37.81	1	0.83	772918800	0.32	1.14	5.37	4.95
SCD	Lmp Capital and Income Fund Inc	Finance	Closed-End Fund - Debt	0	-2.46	0	0	0	0	0	0
SCE-F	Sce Trust I			0	0	0	0	0	0	0	0
SCE-G	Sce Trust II			0	0	0	0	0	0	0	0
SCE-H	Sce Trust III 5.75%			0	0	0	0	0	0	0	0
SCE-J	Sce Trust IV			0	0	0	0	0	0	0	0
SCE-K	Scr TR V Fxd/Fltg Rate			0	0	0	0	0	0	0	0
SCG	Scana Corp	Public Utilities	Power Generation	17.4	3.98	3.33	142919000	2.3	2.95	2.39	1.74
SCH-B	Schwab Charles Corporation Depo			0	0	0	0	0	0	0	0
SCH-C	Charles Schwab Corp Pref Share			0	0	0	0	0	0	0	0
SCH-D	Charles Schwab Corp. Dep Pfd.			0	0	0	0	0	0	0	0
SCHW	The Charles Schwab Corp	Finance	Investment Bankers/Brokers/Service	30.49	1.31	0.8	1325739000	0.32	1.29	7.12	4
SCI	Service Corporation International	Consumer Services	Other Consumer Services	31.81	0.93	1.78	190427700	0.52	3.18	1.86	5.12
SCL	Stepan Company	Basic Industries	Package Goods/Cosmetics	19.98	3.87	1.08	22365870	0.82	0.97	0.97	2.67
SCM	Stellus Capital Investment Cor	Technology	Telecom Services - Foreign	0	1.31	10.34	0	1.36	0	0	0
SCNB	Suffolk Bancorp			25	1.66	0.98	11935900	0.4	0	5.98	2.29
SCQ	Stellus Capital Investment Cor			30.76	0.83	0	1000000000	0	0	788.87	1.83
SCS	Steelcase Inc	Consumer Durables	Office Equipment/Supplies/Services	11.53	1.44	2.96	117469900	0.48	1.7	0.63	2.55
SCX	L.S. Starrett Company	Capital Goods	Industrial Machinery/Components	0	-1.79	3.6	7059292	0.4	0	0.39	0.84
SD	Sandridge Energy Inc	Energy	Oil & Gas Production	0	-2.82	0	20575040	0	0	0.96	0
SDLP	Seadrill Partners Llc			1.76	2.64	8.77	91821500	0.4	1.18	0.26	0.38
SDR	Sandridge Mississippian Trust			2.81	0.53	16.53	49726670	0.25	0	4.01	0.59
SDRL	Seadrill Ltd			0	-0.08	0	504442700	0	-0.04	0.27	0.1
SDT	Sandridge Mississippian Trust I	Energy	Oil & Gas Production	2.06	0.8	13.11	28000000	0.22	0	5.05	1.37
SE	Spectra Energy Corp	Public Utilities	Oil & Gas Production	92.57	0.46	4.21	701567000	1.76	3.2	5.95	3.93
SEAS	Seaworld Entertainment Inc Co			0	-0.14	0	85533260	0	6.21	1.21	3.55
SEE	Sealed Air Corp	Consumer Durables	Containers/Packaging	21.62	2.21	1.27	193393300	0.64	1.75	1.34	16.48
SEM	Select Medical Holdings Corp	Health Care	Hospital/Nursing Management	13.62	0.94	0	132031200	0	1.68	0.4	1.75
SEMG	Semgroup Corp	Energy	Oilfield Services/Equipment	0	-0.3	4.49	66084780	1.8	-40.1	2.02	1.8
SEP	Spectra Energy Partners LP	Public Utilities	Natural Gas Distribution	15.33	2.96	6.05	306045900	2.75	2.28	5.57	1.21
SERV	Servicemaster Global Holdings I			37.23	1.02	0	134701400	0	2.23	1.88	8
SF	Stifel Financial Corp	Finance	Investment Bankers/Brokers/Service	53.21	1	0	66528850	0	1.18	1.38	1.39
SF-A	Stifel Financial Corp			0	0	0	0	0	0	0	0
SFE	Safeguard Scientifics	Finance	Finance/Investors Services	0	-0.72	0	20237750	0	0	0	1.31
SFL	Ship Finance International	Transportation	Marine Transportation	9.32	1.58	12.59	93559320	1.8	-1.23	3.19	1.21
SFR	Colony Starwood Homes			0	-0.47	2.77	101631100	0.88	-4.41	5.97	1.32
SFS	Smart			50.5	0.3	0	72847680	0	2.31	0.25	1.9
SFUN	Soufun Holdings	Technology	EDP Services	0	-0.42	0	467647100	0	-0.04	1.51	2.5
SGF	Singapore Fund	Finance	Closed-End Fund - Foreign	0	0.04	0	0	0	0	0	0
SGM	Stonegate Mortgage Corp			0	-1.5	0	25854410	0	0.48	1.04	0.9
SGU	Star Gas Partners LP	Consumer Services	Other Specialty Stores	13.02	0.8	3.95	55887070	0.41	0	0.47	1.84
SGY	Stone Energy Corp	Energy	Oil & Gas Production	0	-142.35	0	5603591	0	-5.85	0.11	0
SGZA	Selective Insurance Group Inc			9.23	2.7	0	58162860	0	0	0.64	0.95
SHAK	Shake Shack Inc			80.37	0.46	0	24920970	0	2.97	3.65	6.22
SHG	Shinhan Financial Group Co Ltd	Finance	Major Banks	8.84	4.6	0	480623900	0	39.95	2.58	0.73
SHI	Sinopec Shangai Petrochemical Company Ltd	Basic Industries	Major Chemicals	8.99	6.9	2.45	107637800	1.52	0	0.62	2
SHLX	Shell Midstream Partners LP			24.46	1.34	3.45	177281100	1.11	1.82	19.27	15.29
SHO	Sunstone Hotel Investors	Consumer Services	Hotels/Resorts	10.17	1.5	13.98	216393400	2.12	1.66	2.73	1.41
SHO-E	Sunstone Hotel Investors Inc			0	0	0	0	0	0	0	0
SHO-F	Sunstone Hotel Investors Inc			0	0	0	0	0	0	0	0
SHOP	Shopify Inc			0	-0.4	0	88917060	0	-31.73	14.76	11.8
SHW	Sherwin-Williams Company	Consumer Services	RETAIL: Building Materials	25.56	11.99	1.1	92080790	3.36	2.08	2.38	17.65
SID	Companhia Siderurgica Nacional	Capital Goods	Steel/Iron Ore	12.3	0.32	0	1356410000	0	-2.41	0.93	1.89
SIG	Signet Jewelers Ltd	Consumer Services	Consumer Specialties	10.91	6.68	1.41	69556870	1.04	0.83	0.76	2.3
SITE	Siteone Landscape Supply			0	-4.27	0	39514460	0	-2.43	0.92	9.83
SIX	Six Flags Entertainment Corp	Consumer Services	Services-Misc. Amusement & Recreation	49.23	1.23	4.23	92066110	2.56	5.95	4.29	0
SJI	South Jersey Industries	Public Utilities	Oil/Gas Transmission	20.05	1.67	3.3	79175380	1.09	4.12	2.72	2.07
SJM	J.M. Smucker Company	Consumer Non-Durables	Packaged Foods	22.5	6.13	2.18	116432400	3	3.88	2.13	2.23
SJR	Shaw Communications Inc	Consumer Services	Television Services	12.44	1.73	4.37	488089700	0.89	3.1	2.7	2.51
SJT	San Juan Basin Royalty Trust	Energy	Oil & Gas Production	35.79	0.22	6.29	46608020	0.48	0	26.48	43.94
SJW	SJW Corp	Public Utilities	Water Supply	18.37	2.69	1.79	20441210	0.87	1.53	2.86	2.42
SKM	Sk Telecom Corp	Public Utilities	Telecommunications Equipment	0	1.96	4.43	0	0.97	-2.49	0	0
SKT	Tanger Factory Outlet Centers	Consumer Services	Real Estate Investment Trusts	12.04	2.88	3.84	95293100	1.3	2.53	6.98	4.88
SKX	Skechers U.S.A.	Consumer Non-Durables	Shoe Manufacturing	17.69	1.72	0	154787600	0	1.54	1.01	2.25
SLB	Schlumberger N.V.	Energy	Oilfield Services/Equipment	0	-1.24	2.38	1391431000	2	-56.01	4.06	2.75
SLCA	U.S. Silica Holdings Inc			0	-0.83	0.44	70549490	0.25	-1.09	7.88	4.99
SLD	Sutherland Asset Management Corp MD			12.52	1.06	10.45	30960150	1.4	0.82	3.93	0.93
SLF	Sun Life Financial Inc	Finance	Life Insurance	13.87	2.86	3.23	612772400	1.25	3.96	0.98	1.59
SLG	SL Green Realty Corp	Consumer Services	Real Estate Investment Trusts	46.98	2.34	2.84	100555600	3.1	1.26	5.84	1.54
SLG-I	SL Green Realty Corp			0	0	0	0	0	0	0	0
SLRA	Solar Capital Ltd			0	0	0	0	0	0	0	0
SLTB	Scorpio Bulkers Inc 7.50% Seni			0	-1.07	0	2600086000	0	0	1098.81	3.54
SLW	Silver Wheaton Corp	Basic Industries	Precious Metals	696.56	0.03	1.26	441453600	0.24	2.1	11.66	1.96
SM	Sm Energy Company	Energy	Oil & Gas Production	0	-12.69	0.36	86926530	0.1	-0.48	2.12	1.32
SMFG	Sumitomo Mitsui Financial Group Inc	Finance	Commercial Banks	10.74	0.74	3.31	6836065000	0.26	2.08	1.39	0.66
SMG	Scotts Miracle-Gro Company	Basic Industries	Agricultural Chemicals	17.23	5.37	2.18	59790250	2	1.96	1.89	9.43
SMI	Semiconductor Manufacturing International	Technology	Semiconductors	21.16	0.34	0	1100000000	0	0.89	2.94	1.5
SMLP	Summit Midstream Partners LP			0	-4.15	9.64	71966530	2.3	-15.32	4.79	1.48
SMM	Salient Midstream & MLP Fund			0	0	0	0	0	0	0	0
SMP	Standard Motor Products	Energy	Industrial Machinery/Components	19.99	2.49	1.43	22905360	0.7	2.48	1.09	2.56
SN	Sanchez Energy Corp			0	-5.28	0	59226380	0	-32.03	1.83	0
SNA	Snap-On Inc	Capital Goods	Industrial Machinery/Components	18.47	9.2	1.7	57978700	2.84	1.69	2.64	3.74
SNE	Sony Corp	Consumer Non-Durables	Consumer Electronics/Appliances	0	-0.3	0.55	1262197000	0.18	3.09	0.6	1.83
SNN	Smith & Nephew Snats	Health Care	Industrial Specialties	17.19	0.79	1.61	442861900	0.49	3.79	2.9	3.42
SNOW	Intrawest Resorts Holdings Inc			18.87	1.28	0	39774930	0	0	1.62	5.02
SNP	China Petroleum & Chemical Corp	Energy	Integrated oil Companies	18.62	4.3	3	1212840000	2.38	0.64	0.36	0.95
SNR	New Senior Investment Group Inc			0	-1.1	10.14	82126710	1.04	0	1.78	1.4
SNV	Synovus Financial Corp	Finance	Major Banks	22.1	1.89	1.15	122336600	0.48	2.33	4.45	1.82
SNV-C	Synovus Financial Corp. Fixed-			0	0	0	0	0	0	0	0
SNX	Synnex Corp	Technology	EDP Services	20.1	5.88	0.84	39915430	1	1.26	0.34	2.38
SNY	Sanofi-Aventis Sa	Consumer Durables	Major Pharmaceuticals	21.65	1.75	3.9	2565891000	1.66	1.99	2.94	1.77
SO	Southern Company	Public Utilities	Electric Utilities: Central	18.42	2.66	4.58	980020400	2.24	5.39	2.62	1.95
SOJA	The Southern Co.  Series			9.95	2.66	0	979992400	0	0	1.42	1.06
SOJB	Southern Co			0	0	0	32000000000	0	0	0	0
SOL	Renesola Ltd	Technology	Semiconductors	0	-0.03	0	20200000	0	-0.79	0.06	0.68
SON	Sonoco Products Company	Consumer Durables	Containers/Packaging	18.75	2.32	2.8	101138500	1.48	3.9	1.12	3.44
SOR	Source Capital	Finance	Closed-End Fund - Equity	0	-3.93	3.85	0	1.4	0	0	0
SOV-C	Sovereign Banc Dep S			0	0	0	0	0	0	0	0
SPA	Sparton Corp	Technology	Electrical Products	0	-4.26	0	9808885	0	-1.86	0.57	2.95
SPB	Spectrum Brands Holdings	Energy	Industrial Machinery/Components	22.9	5.85	1.26	58841100	1.68	1.94	1.55	4.47
SPE	Special Opportunities Fund Inc			0	-0.428	0	0	0	0	0	0
SPE-B	Special Opportunities 3.5% Conv. Pfd. Series B			0	0	0	0	0	0	0	0
SPG	Simon Property Group	Consumer Services	Real Estate Investment Trusts	31.02	5.87	3.85	314223000	7	2.83	10.46	13.27
SPG-J	Simon Prop Grp Pfd J			0	0	0	0	0	0	0	0
SPGI	S&P Global Inc			15.91	7.94	1.31	258373600	1.64	1.75	5.76	50.16
SPH	Suburban Propane Partners LP	Consumer Services	Other Specialty Stores	49.75	0.6	12.01	61204010	3.55	0	1.66	2.61
SPLP	Steel Partners Hldgs			5.72	3.09	0	26151840	0	0	0.42	0.78
SPN	Superior Energy Services	Energy	Oilfield Services/Equipment	0	-6.04	0	151697700	0	0.31	1.65	1.79
SPR	Spirit Aerosystems Holdings	Capital Goods	Military/Government/Technical	15.36	3.7	0.72	121569300	0.4	0.84	1	3.53
SPXC	SPX Corp			0	-0.22	0	42054180	0	-0.56	0.61	3.76
SPXX	Nuveen Equity Premium and Growth Fund			0	0.35	0	0	0	0	0	0
SQ	Square			0	-0.76	0	351813800	0	-1.34	3.18	10.14
SQM	Sociedad Quimica Y Minera S.A.	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	34.79	0.95	2.77	263126000	0.91	1.27	4.8	3.77
SQNS	Sequans Communications S A	Technology	Semiconductors	0	-0.49	0	74500000	0	-21.26	4.14	13.18
SR	Spire Inc	Consumer Services	Office Equipment/Supplies/Services	20.15	3.16	3.32	45682890	2.1	4.47	1.77	1.61
SRC	Spirit Realty Capital Inc			48.65	0.22	6.7	483870900	0.72	11.56	7.78	1.38
SRE	Sempra Energy	Public Utilities	Natural Gas Distribution	19.36	5.39	2.9	250407300	3.02	3.48	2.59	2.1
SRF	The Cushing Royalty & Income Fund			0	0	0	0	0	0	0	0
SRG	Seritage Growth Properties Cla			0	-1.64	2.35	31692520	1	0	5.74	1.62
SRI	Stoneridge Inc	Capital Goods	Auto Parts:O.E.M.	13.76	1.24	0	27841920	0	44.54	0.69	3.59
SRLP	Sprague Resources LP			15.1	1.79	8.75	21312960	2.31	-0.7	0.25	4.2
SRT	Startek Inc	Technology	Professional Services	0	-0.03	0	15746530	0	34.56	0.44	3.18
SRV	The Cushing MLP Total Return Fund	Funeral Services		0	0.98	0	0	0	0	0	0
SSD	Simpson Manufacturing Company	Capital Goods	Industrial Machinery/Components	23.6	1.86	1.66	47608200	0.72	1.38	2.4	2.39
SSI	Stage Stores	Consumer Services	Clothing/Shoe/Accessory Stores	0	-0.37	24	27166040	0.6	0.01	0.05	0.17
SSL	Sasol Ltd	Energy	Oil & Gas Production	17.86	1.62	3.66	645272600	1.05	5.58	1.43	1.19
SSNI	Silver Spring Networks Inc Co			12.47	1.05	0	51894140	0	2.68	1.52	0
SSP	E.W. Scripps Company	Consumer Services	Newspapers/Magazines	246.31	0.08	0	83131940	0	2.72	1.96	1.85
SSTK	Shutterstock Inc			65.52	0.83	0	35162000	0	2.31	3.94	6.45
SSW	Seaspan Corp	Transportation	Marine Transportation	0	-1.16	21.07	105296400	1.5	0.79	0.85	0.42
SSW-D	Seaspan Corp			0	0	0	0	0	0	0	0
SSW-E	Seaspan Corporation			0	0	0	0	0	0	0	0
SSW-G	Seaspan Corporation			0	0	0	0	0	0	0	0
SSW-H	Seaspan Corporation			0	0	0	0	0	0	0	0
SSWN	Seaspan Corporation			0	-1.16	0	105179300	0	0	2.96	1.45
ST	Sensata Technologies Holding N.V.	Capital Goods	Industrial Machinery/Components	27.31	1.53	0	170895200	0	1.18	2.22	3.66
STA-B	Stag Industrial Inc Cum Pfd S			0	0	0	0	0	0	0	0
STA-C	Stag Industrial Inc Prf C			0	0	0	0	0	0	0	0
STA-D	Istar Financial Inc Preferred			0	0	0	0	0	0	0	0
STA-E	Istar Financial Inc 7.875% Pre			0	0	0	0	0	0	0	0
STA-F	Istar Financial Inc Series F P			0	0	0	0	0	0	0	0
